id,city_id,name,phone_number,address,food_category,latitude,longitude
30059,16,Singapore Park Atelier,+216-777-0009,"208 Park Street, Singapore",Singaporean Fusion,1.3725000,103.8014000
30060,16,Singapore Avenue Social,+216-777-0010,"209 Avenue Street, Singapore",Singaporean Fusion,1.3776000,103.7968000
30061,19,Bangkok Central Kitchen,+219-777-0001,"200 Central Street, Bangkok",Thai,13.7359000,100.5202000
30062,19,Bangkok Riverside Table,+219-777-0002,"201 Riverside Street, Bangkok",Thai,13.7410000,100.5156000
30063,19,Bangkok Market Dining Room,+219-777-0003,"202 Market Street, Bangkok",Thai,13.7461000,100.5110000
30064,19,Bangkok Garden Bistro,+219-777-0004,"203 Garden Street, Bangkok",Thai,13.7512000,100.5064000
30065,19,Bangkok Station House,+219-777-0005,"204 Station Street, Bangkok",Thai,13.7563000,100.5018000
30066,19,Bangkok Harbor Grill,+219-777-0006,"205 Harbor Street, Bangkok",Thai Fusion,13.7614000,100.4972000
30067,19,Bangkok Hill Club,+219-777-0007,"206 Hill Street, Bangkok",Thai Fusion,13.7665000,100.4926000
30068,19,Bangkok Square Canteen,+219-777-0008,"207 Square Street, Bangkok",Thai Fusion,13.7716000,100.4880000
30069,19,Bangkok Park Atelier,+219-777-0009,"208 Park Street, Bangkok",Thai Fusion,13.7767000,100.4834000
30070,19,Bangkok Avenue Social,+219-777-0010,"209 Avenue Street, Bangkok",Thai Fusion,13.7818000,100.4788000
30071,22,Hanoi Central Kitchen,+222-777-0001,"200 Central Street, Hanoi",Vietnamese,21.0074000,105.8526000
30072,22,Hanoi Riverside Table,+222-777-0002,"201 Riverside Street, Hanoi",Vietnamese,21.0125000,105.8480000
30073,22,Hanoi Market Dining Room,+222-777-0003,"202 Market Street, Hanoi",Vietnamese,21.0176000,105.8434000
30074,22,Hanoi Garden Bistro,+222-777-0004,"203 Garden Street, Hanoi",Vietnamese,21.0227000,105.8388000
30075,22,Hanoi Station House,+222-777-0005,"204 Station Street, Hanoi",Vietnamese,21.0278000,105.8342000
30076,22,Hanoi Harbor Grill,+222-777-0006,"205 Harbor Street, Hanoi",Vietnamese Fusion,21.0329000,105.8296000
30077,22,Hanoi Hill Club,+222-777-0007,"206 Hill Street, Hanoi",Vietnamese Fusion,21.0380000,105.8250000
30078,22,Hanoi Square Canteen,+222-777-0008,"207 Square Street, Hanoi",Vietnamese Fusion,21.0431000,105.8204000
30079,22,Hanoi Park Atelier,+222-777-0009,"208 Park Street, Hanoi",Vietnamese Fusion,21.0482000,105.8158000
30080,22,Hanoi Avenue Social,+222-777-0010,"209 Avenue Street, Hanoi",Vietnamese Fusion,21.0533000,105.8112000
30081,23,Ho Chi Minh City Central Kitchen,+223-777-0001,"200 Central Street, Ho Chi Minh City",Vietnamese,10.8027000,106.6481000
30082,23,Ho Chi Minh City Riverside Table,+223-777-0002,"201 Riverside Street, Ho Chi Minh City",Vietnamese,10.8078000,106.6435000
30083,23,Ho Chi Minh City Market Dining Room,+223-777-0003,"202 Market Street, Ho Chi Minh City",Vietnamese,10.8129000,106.6389000
30084,23,Ho Chi Minh City Garden Bistro,+223-777-0004,"203 Garden Street, Ho Chi Minh City",Vietnamese,10.8180000,106.6343000
30085,23,Ho Chi Minh City Station House,+223-777-0005,"204 Station Street, Ho Chi Minh City",Vietnamese,10.8231000,106.6297000
30086,23,Ho Chi Minh City Harbor Grill,+223-777-0006,"205 Harbor Street, Ho Chi Minh City",Vietnamese Fusion,10.8282000,106.6251000
30087,23,Ho Chi Minh City Hill Club,+223-777-0007,"206 Hill Street, Ho Chi Minh City",Vietnamese Fusion,10.8333000,106.6205000
30088,23,Ho Chi Minh City Square Canteen,+223-777-0008,"207 Square Street, Ho Chi Minh City",Vietnamese Fusion,10.8384000,106.6159000
30089,23,Ho Chi Minh City Park Atelier,+223-777-0009,"208 Park Street, Ho Chi Minh City",Vietnamese Fusion,10.8435000,106.6113000
30090,23,Ho Chi Minh City Avenue Social,+223-777-0010,"209 Avenue Street, Ho Chi Minh City",Vietnamese Fusion,10.8486000,106.6067000
30091,25,Kuala Lumpur Central Kitchen,+225-777-0001,"200 Central Street, Kuala Lumpur",Malaysian,3.1186000,101.7053000
30092,25,Kuala Lumpur Riverside Table,+225-777-0002,"201 Riverside Street, Kuala Lumpur",Malaysian,3.1237000,101.7007000
30093,25,Kuala Lumpur Market Dining Room,+225-777-0003,"202 Market Street, Kuala Lumpur",Malaysian,3.1288000,101.6961000
30094,25,Kuala Lumpur Garden Bistro,+225-777-0004,"203 Garden Street, Kuala Lumpur",Malaysian,3.1339000,101.6915000
30095,25,Kuala Lumpur Station House,+225-777-0005,"204 Station Street, Kuala Lumpur",Malaysian,3.1390000,101.6869000
30096,25,Kuala Lumpur Harbor Grill,+225-777-0006,"205 Harbor Street, Kuala Lumpur",Malaysian Fusion,3.1441000,101.6823000
30097,25,Kuala Lumpur Hill Club,+225-777-0007,"206 Hill Street, Kuala Lumpur",Malaysian Fusion,3.1492000,101.6777000
30098,25,Kuala Lumpur Square Canteen,+225-777-0008,"207 Square Street, Kuala Lumpur",Malaysian Fusion,3.1543000,101.6731000
30099,25,Kuala Lumpur Park Atelier,+225-777-0009,"208 Park Street, Kuala Lumpur",Malaysian Fusion,3.1594000,101.6685000
30100,25,Kuala Lumpur Avenue Social,+225-777-0010,"209 Avenue Street, Kuala Lumpur",Malaysian Fusion,3.1645000,101.6639000
30101,31,Manila Central Kitchen,+231-777-0001,"200 Central Street, Manila",Filipino,14.5791000,121.0026000
30102,31,Manila Riverside Table,+231-777-0002,"201 Riverside Street, Manila",Filipino,14.5842000,120.9980000
30103,31,Manila Market Dining Room,+231-777-0003,"202 Market Street, Manila",Filipino,14.5893000,120.9934000
30104,31,Manila Garden Bistro,+231-777-0004,"203 Garden Street, Manila",Filipino,14.5944000,120.9888000
30105,31,Manila Station House,+231-777-0005,"204 Station Street, Manila",Filipino,14.5995000,120.9842000
30106,31,Manila Harbor Grill,+231-777-0006,"205 Harbor Street, Manila",Filipino Fusion,14.6046000,120.9796000
30107,31,Manila Hill Club,+231-777-0007,"206 Hill Street, Manila",Filipino Fusion,14.6097000,120.9750000
30108,31,Manila Square Canteen,+231-777-0008,"207 Square Street, Manila",Filipino Fusion,14.6148000,120.9704000
30109,31,Manila Park Atelier,+231-777-0009,"208 Park Street, Manila",Filipino Fusion,14.6199000,120.9658000
30110,31,Manila Avenue Social,+231-777-0010,"209 Avenue Street, Manila",Filipino Fusion,14.6250000,120.9612000
30111,37,Sydney Central Kitchen,+237-777-0001,"200 Central Street, Sydney",Modern Australian,-33.8892000,151.2277000
30112,37,Sydney Riverside Table,+237-777-0002,"201 Riverside Street, Sydney",Modern Australian,-33.8841000,151.2231000
30113,37,Sydney Market Dining Room,+237-777-0003,"202 Market Street, Sydney",Modern Australian,-33.8790000,151.2185000
30114,37,Sydney Garden Bistro,+237-777-0004,"203 Garden Street, Sydney",Modern Australian,-33.8739000,151.2139000
30115,37,Sydney Station House,+237-777-0005,"204 Station Street, Sydney",Modern Australian,-33.8688000,151.2093000
30116,37,Sydney Harbor Grill,+237-777-0006,"205 Harbor Street, Sydney",Modern Australian Fusion,-33.8637000,151.2047000
30117,37,Sydney Hill Club,+237-777-0007,"206 Hill Street, Sydney",Modern Australian Fusion,-33.8586000,151.2001000
30118,37,Sydney Square Canteen,+237-777-0008,"207 Square Street, Sydney",Modern Australian Fusion,-33.8535000,151.1955000
30119,37,Sydney Park Atelier,+237-777-0009,"208 Park Street, Sydney",Modern Australian Fusion,-33.8484000,151.1909000
30120,37,Sydney Avenue Social,+237-777-0010,"209 Avenue Street, Sydney",Modern Australian Fusion,-33.8433000,151.1863000
